,NaiveBayes,RandomForest,DecisionTree,LogisticRegression,KNN,SVM
0,0.75,0.8333333333333334,0.75,0.7916666666666667,0.8880208333333334,0.8697916666666666
1,0.7089285714285715,0.8821428571428571,0.7205357142857143,0.8017857142857143,0.7,0.8258928571428572
2,0.6340388007054674,0.6931216931216932,0.5220458553791887,0.6261022927689595,0.6719576719576721,0.6613756613756614
3,0.7073474470734745,0.8219178082191781,0.7085927770859277,0.7393109173931092,0.6897052718970527,0.7737650477376505
4,0.8619528619528619,0.9074074074074073,0.398989898989899,0.835016835016835,0.7558922558922558,0.8080808080808081
5,0.696904946904947,0.8433695933695934,0.7905335405335405,0.7601657601657602,0.806915306915307,0.7459207459207459
6,0.7545524776514734,0.8389802450060698,0.8538792627745282,0.7905308464849353,0.7850678733031674,0.8117205606445206
7,0.7843324576068785,0.8779555767852879,0.8256906297269325,0.8436430220523844,0.8428469070933844,0.8096489133030811
8,0.8231850823728201,0.8697121477279584,0.7666706897592178,0.826202401786253,0.7985939291533402,0.8068312111520126
9,0.7372381110741602,0.8128117725307615,0.6213002993016294,0.7842949783837712,0.728986531426671,0.7348686398403725
10,0.8143763213530655,0.848414376321353,0.7949260042283298,0.825369978858351,0.758985200845666,0.8283298097251586
11,0.7979166666666667,0.8354166666666667,0.7510416666666666,0.79375,0.7088541666666666,0.74375
12,0.8204022988505746,0.9346264367816092,0.8171695402298851,0.8915229885057472,0.9037356321839081,0.9058908045977011
13,0.8167164179104477,0.8337313432835821,0.6797014925373135,0.8143283582089552,0.8417910447761194,0.8250746268656717
14,0.8159203980099503,0.8512990602542841,0.8211719181868435,0.814262023217247,0.8316749585406302,0.8374792703150912
15,0.9114077669902911,0.9089805825242718,0.8228155339805825,0.9089805825242718,0.9302184466019418,0.8895631067961165
16,0.8574712643678162,0.5586206896551724,0.4862068965517241,0.806896551724138,0.6229885057471264,0.7517241379310345
17,0.8649425287356323,0.8850574712643676,0.8060344827586207,0.8477011494252874,0.82183908045977,0.8477011494252873
18,0.7764945652173914,0.776947463768116,0.6991621376811593,0.7626811594202898,0.7396965579710146,0.7710597826086957
19,0.68849233584992,0.8014298787462822,0.6270990619995425,0.7333790894532144,0.7066003202928393,0.5528711965225348
20,0.7922077922077922,0.797077922077922,0.7288961038961038,0.801948051948052,0.7678571428571429,0.7402597402597403
21,0.8392857142857143,0.8968253968253967,0.5634920634920635,0.8452380952380951,0.6448412698412699,0.7976190476190477
22,0.6936170212765957,0.824468085106383,0.6973404255319149,0.7638297872340425,0.8164893617021277,0.7712765957446809
23,0.706997084548105,0.8447521865889214,0.717930029154519,0.7645772594752187,0.806122448979592,0.7966472303206997
24,0.7699074074074074,0.8379629629629629,0.7370370370370369,0.8222222222222222,0.7527777777777778,0.8212962962962963
25,0.810230179028133,0.9250639386189259,0.8721227621483377,0.8792838874680307,0.8884910485933504,0.7662404092071611
26,0.794646873594242,0.924651372019793,0.7687809266756636,0.8686459739091318,0.8373819163292846,0.8749437696806117
