,NaiveBayes,RandomForest,DecisionTree,LogisticRegression,KNN,SVM
0,0.7447916666666666,0.8333333333333333,0.625,0.75,0.8125,0.5
1,0.49553571428571425,0.7348214285714286,0.6294642857142858,0.6116071428571428,0.6866071428571429,0.6044642857142857
2,0.5555555555555555,0.5617283950617283,0.4382716049382716,0.5873015873015873,0.6208112874779541,0.6172839506172839
3,0.7386882523868825,0.7868410128684101,0.7573682025736821,0.7507264425072644,0.7673308426733084,0.7797841427978415
4,0.9427609427609428,0.8737373737373737,0.5892255892255892,0.9225589225589225,0.8636363636363636,0.6666666666666666
5,0.5782180782180782,0.6559181559181559,0.5564620564620566,0.6143486143486143,0.6596736596736595,0.6320901320901321
6,0.6761394989515506,0.7081999779273811,0.6718905198101756,0.702737004745613,0.7096346981569364,0.6305595408895264
7,0.5291378074994029,0.5114242496616511,0.4373457527266937,0.590239630602659,0.550752328636255,0.42827004219409287
8,0.7412300511894008,0.8289671785606745,0.7454080096356519,0.7615176151761517,0.7478169226136706,0.7775519421860885
9,0.75216,0.7597688888888888,0.7095466666666667,0.7488,0.6959644444444444,0.7556622222222222
10,0.8498866213151928,0.8984126984126984,0.8494331065759637,0.8702947845804989,0.8149659863945578,0.8784580498866214
11,0.8447916666666667,0.8458333333333333,0.6593749999999999,0.8020833333333333,0.8234375,0.8593749999999999
12,0.6472701149425287,0.7295258620689655,0.6738505747126438,0.7557471264367817,0.7298850574712644,0.7579022988505747
13,0.8125373134328359,0.8053731343283582,0.7453731343283583,0.8053731343283583,0.8023880597014925,0.795223880597015
14,0.831951354339414,0.8137092316196793,0.8032061912658928,0.824212271973466,0.7766721945826423,0.8192371475953566
15,0.8118932038834951,0.7578883495145631,0.8161407766990292,0.8070388349514563,0.779126213592233,0.7524271844660195
16,0.8551724137931034,0.6068965517241378,0.6114942528735632,0.8390804597701149,0.596551724137931,0.593103448275862
17,0.9310344827586207,0.925287356321839,0.932471264367816,0.9310344827586207,0.9066091954022989,0.9482758620689655
18,0.8596014492753623,0.7927989130434782,0.6569293478260869,0.8179347826086957,0.6600996376811594,0.605072463768116
19,0.6285476948636302,0.7083506391619363,0.6480455950897597,0.6711661821034658,0.6932022705247127,0.5944206008583691
20,0.6087662337662337,0.7218614718614719,0.6964285714285714,0.6076839826839827,0.7564935064935066,0.5340909090909091
21,0.8928571428571429,0.8313492063492063,0.7103174603174603,0.8690476190476191,0.7242063492063493,0.6349206349206349
22,0.5255319148936171,0.4787234042553191,0.3569148936170213,0.5436170212765958,0.46542553191489366,0.4691489361702128
23,0.7033527696793003,0.7106413994169096,0.6107871720116618,0.6690962099125364,0.5889212827988337,0.6465014577259475
24,0.7282407407407407,0.7569444444444444,0.7134259259259259,0.7560185185185185,0.7333333333333334,0.7587962962962964
25,0.4230179028132992,0.6956521739130435,0.6104859335038363,0.6122762148337596,0.6928388746803069,0.6874680306905371
26,0.6677912730544309,0.7532613585245165,0.6511470985155194,0.6893837156995051,0.7456140350877192,0.5814215024741339
