,NaiveBayes,RandomForest,DecisionTree,LogisticRegression,KNN,SVM,BBC,IBC,PBC,WPBC2,WPIBC
ant-1.3--CK_NET.csv,0.75,0.8229166666666666,0.6770833333333334,0.8697916666666666,0.7890625,0.9270833333333331,0.9713541666666666,0.96875,0.9583333333333334,0.96875,0.9661458333333334
ant-1.4--CK_NET.csv,0.7089285714285715,0.8589285714285715,0.6660714285714286,0.7428571428571429,0.7107142857142856,0.6,0.8937499999999999,0.8142857142857143,0.8937499999999999,0.8901785714285714,0.90625
ant-1.5--CK_NET.csv,0.63668430335097,0.6631393298059964,0.6507936507936508,0.6225749559082893,0.6878306878306879,0.7195767195767195,0.855379188712522,0.8509700176366843,0.828042328042328,0.8421516754850088,0.8324514991181657
ant-1.6--CK_NET.csv,0.6774595267745953,0.8219178082191781,0.7382731423827315,0.7592361975923619,0.7046492320464923,0.7563304275633043,0.850145288501453,0.804483188044832,0.8437110834371109,0.8212951432129515,0.8478621834786219
camel-1.0--CK_NET.csv,0.7306397306397306,0.6565656565656566,0.6144781144781144,0.7272727272727272,0.6734006734006734,0.6363636363636364,0.8754208754208754,0.8198653198653199,0.8518518518518519,0.8754208754208754,0.8535353535353534
camel-1.2--CK_NET.csv,0.7087542087542088,0.8258870758870759,0.797915047915048,0.7767417767417768,0.7815980315980318,0.7634032634032635,0.8674566174566174,0.842916342916343,0.8559311059311059,0.8542476042476042,0.8666148666148666
camel-1.4--CK_NET.csv,0.7483169628076372,0.8279991170952433,0.7567597395430967,0.7666924180554023,0.7788875400066217,0.757532281205165,0.884560203068094,0.8354486259794726,0.8747378876503696,0.8725306257587463,0.8704889085089945
camel-1.6--CK_NET.csv,0.8020858211925802,0.8766021813549877,0.8011304832417802,0.8450760289785846,0.8477828198391847,0.820316853753682,0.9058196003502904,0.8926438977788393,0.8873099275535387,0.8789109147360878,0.9033914497253404
Eclipse_JDT_Core--CK_NET.csv,0.7939472572566532,0.8692897230100778,0.7370406131193048,0.8184780640878644,0.7994689517832358,0.8292197211996861,0.8973206203608713,0.8952688431597369,0.8856134210367509,0.8818417717699595,0.8869108683845272
Eclipse_PDE_UI--CK_NET.csv,0.7200282673761224,0.8367559028932491,0.6976845693382108,0.7763551712670436,0.7130445626870635,0.7463834386431659,0.8671849018955771,0.8484161955437314,0.860762387761889,0.8450074825407383,0.8594529431326904
Equinox_Framework--CK_NET.csv,0.7940803382663847,0.8120507399577168,0.7150105708245243,0.8097251585623678,0.7494714587737843,0.7767441860465115,0.8746300211416491,0.8771670190274842,0.8511627906976743,0.8610993657505286,0.8706131078224101
ivy-2.0--CK_NET.csv,0.7749999999999999,0.8291666666666667,0.7859375,0.78125,0.7348958333333333,0.6479166666666667,0.8994791666666666,0.8395833333333332,0.8875,0.8921874999999999,0.875
jedit-3.2--CK_NET.csv,0.810344827586207,0.9389367816091954,0.884698275862069,0.9245689655172412,0.9335488505747128,0.9216954022988506,0.96875,0.951867816091954,0.9558189655172415,0.9353448275862072,0.961925287356322
jedit-4.0--CK_NET.csv,0.7782089552238806,0.833134328358209,0.8158208955223881,0.7952238805970149,0.8340298507462687,0.8244776119402984,0.8994029850746268,0.8820895522388059,0.8958208955223881,0.8925373134328359,0.8877611940298508
jedit-4.1--CK_NET.csv,0.7741846323935876,0.831951354339414,0.798783858485351,0.7998894416804865,0.8178551686014373,0.7716970702045329,0.886677722498618,0.8372028745163074,0.8803206191265893,0.8355444997236042,0.8568269762299614
jedit-4.2--CK_NET.csv,0.8932038834951456,0.9150485436893204,0.7682038834951457,0.9283980582524272,0.93628640776699,0.8992718446601942,0.9599514563106796,0.9532766990291262,0.9599514563106796,0.9575242718446602,0.9508495145631068
jedit-4.3--CK_NET.csv,0.8482758620689654,0.6655172413793103,0.4896551724137931,0.8022988505747127,0.6459770114942528,0.4942528735632183,0.9241379310344828,0.9149425287356322,0.9114942528735632,0.9241379310344828,0.9160919540229884
log4j-1.0--CK_NET.csv,0.8505747126436781,0.8204022988505748,0.7543103448275862,0.8189655172413793,0.8160919540229885,0.8189655172413793,0.9295977011494252,0.9482758620689656,0.9051724137931036,0.9022988505747128,0.9123563218390804
Lucene--CK_NET.csv,0.7305253623188406,0.7742300724637682,0.5948822463768116,0.7470561594202899,0.6721014492753623,0.7592844202898551,0.8524682971014493,0.8085371376811594,0.7797780797101448,0.8171422101449275,0.8251811594202898
Mylyn--CK_NET.csv,0.7021505376344086,0.7521390986044383,0.6464767787691603,0.7154198123999085,0.6808167467398765,0.6859643102264927,0.8124113475177306,0.801372683596431,0.7906428734843285,0.7915122397620682,0.7893617021276595
poi-2.0--CK_NET.csv,0.788961038961039,0.7586580086580086,0.7164502164502164,0.6439393939393939,0.7824675324675325,0.8225108225108225,0.9215367965367964,0.8982683982683982,0.9053030303030302,0.9193722943722944,0.9047619047619048
synapse-1.0--CK_NET.csv,0.7896825396825398,0.8452380952380951,0.6726190476190477,0.8095238095238095,0.6845238095238094,0.884920634920635,0.9444444444444444,0.9464285714285714,0.9444444444444444,0.9424603174603174,0.9464285714285714
synapse-1.1--CK_NET.csv,0.7180851063829787,0.8170212765957447,0.8244680851063829,0.7797872340425531,0.7893617021276595,0.801063829787234,0.9138297872340424,0.8744680851063831,0.9058510638297872,0.8920212765957447,0.897872340425532
synapse-1.2--CK_NET.csv,0.6505102040816326,0.8637026239067055,0.6978862973760933,0.7215743440233235,0.7284985422740524,0.7551020408163266,0.9311224489795918,0.9285714285714286,0.9121720116618076,0.9165451895043732,0.8360058309037902
